feature,importance_gain,importance_split
Visa_mfinanciacion_limite_lag_1,486.9359087944031,41
slope_mcaja_ahorro_dolares_2_window,482.5859179496765,39
Visa_mconsumospesos_delta_1_1,482.28554010391235,38
mtransferencias_emitidas_delta_1,481.5726308822632,46
slope_ctrx_60d_3_window,481.2132477760315,38
margen_por_producto_lag_2,481.07664036750793,35
saldo_total_dolares_lag_1,480.87628746032715,39
TC_Total_mpagospesos_delta_2,480.4408025741577,37
slope_ctrx_90d_3_window,479.72229957580566,37
slope_mextraccion_autoservicio_2_window,478.52642250061035,22
slope_Visa_msaldopesos_3_window,478.32333278656006,33
mcaja_ahorro_delta_2,477.60267066955566,41
slope_margen_total_3_window,475.57747077941895,34
slope_Visa_mconsumototal_3_window,473.50577878952026,33
slope_Visa_mconsumosdolares_3_window,473.4335997104645,33
margen_total_delta_2,469.3140468597412,38
mcomisiones_delta_1,469.3080096244812,41
Visa_mconsumosdolares,468.97693133354187,62
Master_mconsumospesos,468.6539714336395,45
flujo_netotransf_lag_2,466.15009927749634,48
Visa_mpagospesos_delta_2,464.40773010253906,36
slope_Master_mlimitecompra_2_window,464.08784198760986,35
tcallcenter,464.00156259536743,9
slope_mcaja_ahorro_dolares_3_window,463.3368966579437,43
thomebanking,461.7766842842102,23
mcomisiones_delta_1_1,461.00157165527344,37
TC_Total_mpagominimo_lag_2,460.2016005516052,33
slope_Visa_mfinanciacion_limite_3_window,460.0304751396179,33
mpasivos_margen_delta_1_1,460.00976157188416,40
slope_ccajas_otras_2_window,457.61912870407104,27
ctrx_60d_delta_1_1,454.78866052627563,28
slope_margen_por_cuenta_2_window,454.4500823020935,36
mrentabilidad_lag_2,453.2488408088684,41
slope_mtarjeta_master_consumo_3_window,453.1926999092102,17
slope_TC_Total_status_3_window,452.6558036804199,6
ctransferencias_recibidas,452.35764241218567,49
Visa_msaldototal_lag_1,450.53990030288696,27
Visa_mpagominimo_delta_1,448.21769094467163,35
slope_cpagomiscuentas_3_window,448.1123957633972,35
mactivos_margen_lag_2,447.9032783508301,45
Visa_msaldototal_delta_1,446.5944800376892,35
mplazo_fijo_dolares,445.86317682266235,35
cpagomiscuentas_delta_2,444.58386993408203,40
flujo_netotransf_delta_1_1,442.53788805007935,40
Visa_mpagospesos_lag_2,441.91745805740356,44
Visa_cconsumos_lag_1,440.3438653945923,32
Visa_mlimitecompra_lag_1,440.1676549911499,34
TC_Total_mpagominimo_delta_1,439.73760747909546,30
Visa_msaldototal_delta_1_1,438.542688369751,33
mttarjeta_visa_debitos_automaticos_delta_1,437.12194299697876,36
margen_total_delta_1_1,436.2436776161194,39
ccajas_otras,436.2182455062866,18
slope_TC_Total_mpagospesos_3_window,435.7703495025635,34
TC_Total_mpagospesos_lag_2,435.2367925643921,36
TC_Total_mpagominimo_delta_2,434.46454668045044,41
mpagomiscuentas_lag_1,432.2868866920471,43
saldo_total_dolares_delta_2,431.8646538257599,27
mcomisiones_mantenimiento_lag_1,429.9300470352173,33
slope_tcallcenter_2_window,429.7912940979004,16
slope_TC_Total_mlimitecompra_2_window,429.61851978302,30
TC_Total_msaldopesos_lag_2,429.6161000728607,34
slope_sin_sueldo_mes_2_window,429.6028823852539,16
margen_por_cuenta_lag_1,429.38642978668213,40
ctarjeta_visa_transacciones_delta_1_1,428.6859481334686,37
Visa_mpagominimo_delta_2,428.635950088501,37
slope_cantidad_empleadores_2_window,427.923810005188,7
ratio_productos_uso_lag_2,427.5767583847046,38
margen_por_producto_delta_1_1,426.7602982521057,39
Master_mfinanciacion_limite_lag_1,426.6910972595215,27
